X,Y,Energy,Role,TrafficLoad
629.3713884153369,924.4192358899879,1.5352935307042819,Normal,9
657.9145662940352,14.577310997304416,0.8095003291303375,Normal,4
305.34610979087773,514.6993396905166,1.05680096097467,Normal,5
346.400645301728,102.34867691678362,0.586335592512671,Normal,8
221.11657546654263,645.7056684223085,0.6503641551764591,Normal,1
24.37982527893279,188.91601677858804,0.5769148946800831,Normal,7
573.1504074154321,231.0194064291432,1.3054617368949488,Normal,3
792.5874448050035,9.774307018372008,1.832577678915954,Normal,1
282.1909729110299,596.4613736754796,0.8905316001054191,Normal,5
422.22754298978504,806.9176714710173,1.4354968727537378,Normal,5
942.937305960855,881.405701703108,1.4261947585522972,Normal,9
560.5865407378377,657.3611272364074,1.6764870977820772,Normal,3
96.5494866104345,994.0475814444486,1.8667001618080945,Normal,3
556.0300364577749,283.7363696716356,1.9919212990147672,Normal,9
27.14639394037588,242.69890606450917,0.8504824024299746,Normal,1
925.3112368856863,602.3448014055931,1.950650136732678,Normal,7
778.7953883278637,482.5946636934827,1.1070068226884135,Normal,2
888.181724841202,844.970961086181,1.64476859883849,Normal,2
549.5543186581077,109.20078769651886,1.6080408232371763,Normal,9
968.2050666705705,521.0540274052316,1.8413344956359783,Normal,1
342.7236890323425,686.4125949326682,1.9761053695178232,Normal,1
714.0837502141853,997.6712033884644,0.8113407261652752,Normal,9
984.2837866809888,950.624327736427,1.6701460317353414,Normal,5
695.7448080460083,752.1675065285665,1.7183572957312712,Normal,9
162.99014619764597,959.0030382581168,1.8335465143777436,Normal,1
242.0360670517834,297.73258844619244,0.5393384350561157,CH,4
267.6558149662744,725.8728494599412,1.6420395721242385,Normal,1
827.1772421217229,64.37796739081003,1.7751620399110435,Normal,8
237.10268902901498,530.574703111445,1.666973994927815,CH,5
517.316562430215,30.13630285183755,1.8226197055213083,Normal,7
58.31603551372322,280.98421478553735,1.2630336241512554,Normal,2
896.846542282647,821.2521216019896,0.7965580009482365,Normal,8
